Projeto:,Avaliador 1:,Avaliador 2:
deteccao de enteropatogenos causadores de diarreias neonatais em caprinos do estado da paraiba.,RICARDO BARBOSA DE LUCENA,SIMONE BOPP
predilecao racial na expressao de fatores prognosticos e preditivos do cancer de mama canino no estado da paraiba,DANILO TANCLER STIPP,SIMONE BOPP
preparacao de silica mesoporosa organofuncionalizada e adsorcao de cations metalicos de solucoes,FAUSTHON FRED DA SILVA,MARIO CESAR UGULINO DE ARAUJO
potencial toxico da planta caesalpinia pyramidalis como causa de abortos e malformacoes em caprinos e ratos,DANILO TANCLER STIPP,SIMONE BOPP
avaliacao dos efeitos cardiovasculares e hematologicos da acepromazina em felinos por meio da farmacopuntura,DANILA BARREIRO CAMPOS,DANILO TANCLER STIPP
avaliacao dos efeitos clinicos e histopatologicos da cetamina com midazolam intranasal em galinhas domesticas,DANILO TANCLER STIPP,RICARDO BARBOSA DE LUCENA
estudo molecular do relogio biologico do peixe-zebra (danio rerio): implicacoes no crescimento somatico e tecidual,ANTONIO GOUVEIA DE SOUZA,PATRICIA MIRELLA DA SILVA SCARDUA
estudo molecular do relogio biologico da tilapia-do-nilo (oreochromis niloticus),ALISSON VASCONCELOS DE BRITO,PATRICIA MIRELLA DA SILVA SCARDUA
"crescimento, mortalidade e incidencia de perkinsus  spp. infectando ostras crassostrea spp. durante as etapas de producao artesanal.",ALEX DA SILVA BARBOSA,IAN PORTO GURGEL DO AMARAL
avaliacao da susceptibilidade diferencial de ostras crassostrea a infeccao por perkinsus spp.,ELIZETE VENTURA DO MONTE,IAN PORTO GURGEL DO AMARAL
impacto de tecnologias de encapsulacao na atividade de lipases,ISMAEL IVAN ROCKENBACH,PRISCILLA DINIZ LIMA DA SILVA BERNARDINO
enriquecimento de produtos da agricultura familiar com nutrientes encapsulados,GEIZA ALVES AZEREDO DE OLIVEIRA,RICARDO TARGINO MOREIRA
extrato de goji berry (lycium barbarum l.): estudo do potencial antioxidante para otimizacao da estabilidade termo-oxidativa de oleos comestiveis,LAESIO PEREIRA MARTINS,JULIANA ESCARIAO DA NOBREGA
aplicacao de compostos de ions lantanideos atuando como catalisadores em reacoes organicas,JOSE GERALDO DE PAIVA ESPINOLA,PETRONIO FILGUEIRAS DE ATHAYDE FILHO
avaliacao da atividade antimicrobiana de extratos de curcuma obtidos a partir de rizomas secos de curcuma longa l. produzidos no estado da paraiba,HAISSA ROBERTA CARDARELLI,NOADIA PRISCILA ARAUJO RODRIGUES
oleo funcional de urucum - hipocolesterolemico natural,CARLOS ROBERTO MARINHO DA SILVA FILHO,INGRID CONCEICAO DANTAS GUERRA
atividade antimicrobiana do oleo essencial de oregano (origanum vulgare l.) em queijo minas frescal,ESTEFANIA FERNANDES GARCIA,ISMAEL IVAN ROCKENBACH
influencia da microencapsulacao nas caracteristicas fisico-quimicas e sensoriais de manteiga da terra,JULIANA ESCARIAO DA NOBREGA,RICARDO TARGINO MOREIRA
desenvolvimento de bebidas tipo smoothie de frutas tropicais adicionadas de lactobacillus paracasei (lc-01),CARLOS ROBERTO MARINHO DA SILVA FILHO,RICARDO TARGINO MOREIRA
qualidade e compostos bioativos de polpa de manga das variedades tommy atkins e keitt cultivadas sob o sistema convencional e organico,CAROLINA LIMA CAVALCANTI DE ALBUQUERQUE,INGRID CONCEICAO DANTAS GUERRA
"produtos carneos formulados com teores reduzidos de gordura, sal e/ou nitrito, a partir da aplicacao de substancia bioativa e oleos essenciais de oregano (origanum vulgare l.) e alecrim (rosmarinus officinalis).",JULIANA ESCARIAO DA NOBREGA,NOADIA PRISCILA ARAUJO RODRIGUES
producao de mel no estado da paraiba: avaliacao da qualidade e identidade visando a classificacao do produto e exploracao da cadeia apicola do nordeste,HAISSA ROBERTA CARDARELLI,SELMA DOS PASSOS BRAGA
"caractersticas nutricionais, bioacessibilidade de compostos bioativos e potencialidades de explorao de frutas tropicais exticas como perspectivas para o avano do agronegcio no nordeste",CAROLINA LIMA CAVALCANTI DE ALBUQUERQUE,NOADIA PRISCILA ARAUJO RODRIGUES
"emprego de soro de queijo caprino para producao de bacteriocinas, secagem por spray drying e aplicacao como bioconservante",ESTEFANIA FERNANDES GARCIA,JULIANA ESCARIAO DA NOBREGA
moduladores redox de estresse oxidativo de interesse medicinal e biotecnologico,KAREN CACILDA WEBER,SILMAR ANDRADE DO MONTE
perfil do consumidor e caracterizacao de diferentes marcas do queijo tipo reino comercializadas em joao pessoa- pb,ANA LUIZA MATTOS BRAGA,ISMAEL IVAN ROCKENBACH
"desenvolvimento, caracterizacao e avaliacao do potencial probiotico de queijo e molho para salada elaborados com leite de cabra",ESTEFANIA FERNANDES GARCIA,GEIZA ALVES AZEREDO DE OLIVEIRA
aplicacao de antioxidantes naturais do residuo da vinificacao em substituicao a antioxidantes sinteticos em alimentos,GEIZA ALVES AZEREDO DE OLIVEIRA,HAISSA ROBERTA CARDARELLI
avaliacao das caracteristicas de amidos nativos e modificados obtidos a partir de materias-primas regionais do estado da paraiba,CAROLINA LIMA CAVALCANTI DE ALBUQUERQUE,GRACIELE DA SILVA CAMPELO BORGES
teor de sodio em refeicoes servidas em restaurante universitario: uma analise comparativa com a recomendacao de consumo da organizacao mundial de saude,ANA LUIZA MATTOS BRAGA,PRISCILLA DINIZ LIMA DA SILVA BERNARDINO
qualidade de beterrabas produzidas em sistema  organico e convencional,GEIZA ALVES AZEREDO DE OLIVEIRA,MARCIANE MAGNANI
prospeccao de bacterias acido lacticas bacteriocinogenicas isoladas de frutas tropicais para emprego na bioconservacao de sucos de fruta,ANA LUIZA MATTOS BRAGA,INGRID CONCEICAO DANTAS GUERRA
aplicacao combinada de oleos essenciais e seus constituintes e tecnologias emergentes para conservacao de sucos de frutas,CAROLINA LIMA CAVALCANTI DE ALBUQUERQUE,ESTEFANIA FERNANDES GARCIA
estudo do projeto de extracao de colageno em pes de frango para obtencao de peptideos,CARLOS ROBERTO MARINHO DA SILVA FILHO,PRISCILLA DINIZ LIMA DA SILVA BERNARDINO
desenvolvimento de hidrolisado proteico de vsceras caprinas e estudo de aplicabilidade tecnlogica,FERNANDA VANESSA GOMES DA SILVA,INGRID CONCEICAO DANTAS GUERRA
modelagem da relacao quantitativa entre estrutura e atividade antimalarica de chalconas,FERNANDO JOSE VOLPI EUSEBIO DE OLIVEIRA,WILLIAME FARIAS RIBEIRO
seguranca alimentar na merenda escolar: estrategia para escolares da rede publica de ensino,EDVALDO MESQUITA BELTRAO FILHO,HAISSA ROBERTA CARDARELLI
iogurte concentrado tipo grego adicionado de polpa de ameixa e solidos com diferentes concentracoes de creme de leite,CARLOS ROBERTO MARINHO DA SILVA FILHO,NOADIA PRISCILA ARAUJO RODRIGUES
qualidade das aguas de coco comercializadas na cidade de joao pessoa -pb,ANGELA MARIA TRIBUZY DE MAGALHAES CORDEIRO,ISMAEL IVAN ROCKENBACH
qualidade de genotipos de uva com potencial para producao de uva passa no submedio do vale do sao francisco,ANA LUIZA MATTOS BRAGA,MARTA SUELY MADRUGA
"qualidade de polpas de frutas congeladas, obtidas de forma artesanal, comercializadas na cidade de joao pessoa-pb",ESMERALDA PARANHOS DOS SANTOS,PRISCILLA DINIZ LIMA DA SILVA BERNARDINO
discursos judiciais sobre a dignidade humana: espacos de protecao da individualidade em disputa,ALESSANDRA CORREIA LIMA MACEDO FRANCA,ENOQUE FEITOSA SOBREIRA FILHO
direito e midia,EDUARDO RAMALHO RABENHORST,GISCARD FARIAS AGRA
direito internacional e complexidade a universidade como sujeito do direito internacional,EDUARDO RAMALHO RABENHORST,NEWTON DE OLIVEIRA LIMA
"meio ambiente, trabalho e direitos humanos na construcao da justica social",ENOQUE FEITOSA SOBREIRA FILHO,ULISSES DA SILVEIRA JOB
politicas da representacao: genero e sexualidade,LORENA DE MELO FREITAS,NARBAL DE MARSILLAC FONTES
desenvolvimento de um metodo analitico utilizando a espectroscopia na regiao do infravermelho proximo (nir) para controlar de qualidade de amostras de farinhas,JOSE GERALDO DE PAIVA ESPINOLA,MARCIO JOSE COELHO DE PONTES
direito de propriedade versus funcao social: entre as promessas formais e as demandas por concretizacao,LORENA DE MELO FREITAS,MARIA CREUSA DE ARAUJO BORGES
o discurso juridico em marx: retorica de justificacao e sua aplicacao no direito,GISCARD FARIAS AGRA,ULISSES DA SILVEIRA JOB
democracia e direitos humanos: uma analise filosofica-pragmatica acerca da teoria do direito penal do inimigo,ADRIANA DIAS VIEIRA,MARIA CREUSA DE ARAUJO BORGES
teoria impura do direito: o juridico no contexto intelectual (1870-1940),ENOQUE FEITOSA SOBREIRA FILHO,NEWTON DE OLIVEIRA LIMA
"entre a senciencia, a experimentacao e os direitos dos animais",EDUARDO RAMALHO RABENHORST,MARIA CREUSA DE ARAUJO BORGES
producao cientifica acerca do assedio moral: um estudo bibliometrico,GISCARD FARIAS AGRA,NEWTON DE OLIVEIRA LIMA
projeto de lei 4.330/2004: uma analise critica das consequencias da sua efetivacao,ADRIANA DIAS VIEIRA,VALFREDO DE ANDRADE AGUIAR FILHO
metaforas e direito: a expansao da linguagem juridica,ADRIANO MARTELETO GODINHO,SVEN PETERKE
o supremo tribunal federal e as acoes afirmativas na universidade,ALESSANDRA CORREIA LIMA MACEDO FRANCA,MARLENE HELENA DE OLIVEIRA FRANCA
um estudo sobre as mulheres em situacao de carcere  no estado da paraiba,ALESSANDRA CORREIA LIMA MACEDO FRANCA,MARIA CREUSA DE ARAUJO BORGES
inferencia sob planos amostrais de cadastro duplo,LAZARO DE SOUTO ARAUJO,RONEI MARCOS DE MORAES
desenvolvimento de uma metodologia analitica para controle de qualidade em fibras  de algodao,ANTONIA LUCIA DE SOUZA,MARIO LUIZ ARAUJO DE ALMEIDA VASCONCELLOS
"retorica, hermeneutica e direitos humanos",ADRIANA DIAS VIEIRA,LORENA DE MELO FREITAS
a liberdade politica do cidadao : limites e novas funcoes a luz do constitucionalismo democratico,GISCARD FARIAS AGRA,LORENA DE MELO FREITAS
trafico de pessoas no estado de paraiba: um diagnostico,ADRIANA DIAS VIEIRA,MARCILIO TOSCANO FRANCA FILHO
humanismo e migracoes na contemporaneidade,ALESSANDRA CORREIA LIMA MACEDO FRANCA,JAILSON JOSE GOMES DA ROCHA
regulacao economica ambiental: o poder normativo da aneel e anp na formacao da politica energetica,BELINDA PEREIRA DA CUNHA,EDUARDO RAMALHO RABENHORST
mensurando a sustentabilidade empresarial em agroindustrias,EDILSON PAULO,FABIO WALTER
aderencia do uso de indicadores desempenho associados as perspectivas do balanced scorecard referente as distintas escolas do pensamento estrategico,JAMES BATISTA VIEIRA,RITA DE CASSIA DE FARIA PEREIRA
implantacao de um sistema de aprendizagem-em-acao na educacao em administracao,CARLO GABRIEL PORTO BELLINI,ROMMEL DE SANTANA FREIRE
limitacoes digitais cognitivo-informacionais: habilidades de uso da internet,JAMES BATISTA VIEIRA,JOSEDILTON ALVES DINIZ
gestao de profissionais de tecnologia da informacao em universidades federais: uma analise historiografica,JOSE MANCINELLI LEDO DO NASCIMENTO,RITA DE CASSIA DE FARIA PEREIRA
avaliacao da qualidade em amostras de azeites usando espectroscopia de fluorescencia  molecular e analise multivariada,ELIZETE VENTURA DO MONTE,KAREN CACILDA WEBER
analise dos modelos operacionais para deteccao de gerenciamento de resultados contabeis atraves das atividades operacionais,JOSEDILTON ALVES DINIZ,RITA DE CASSIA DE FARIA PEREIRA
contabilidade dos custos de fluxos de material: um levantamento de suas aplicacoes em cadeias de suprimento,CARLO GABRIEL PORTO BELLINI,ORLEANS SILVA MARTINS
a construcao social da legalidade na administracao publica federal: direito e desenvolvimento no brasil,EDILSON PAULO,WENNER GLAUCIO LOPES LUCENA
a responsabilidade social na perspectiva da inclusao social,ALDO LEONARDO CUNHA CALLADO,ORLEANS SILVA MARTINS
a eficiencia dos gastos publicos na otica das decisoes do tribunal de contas,CARLO GABRIEL PORTO BELLINI,VERA LUCIA CRUZ
impacto dos estilos de aprendizagem no desempenho academico do ensino de contabilidade,ALDO LEONARDO CUNHA CALLADO,JOSEDILTON ALVES DINIZ
governanca corporativa e disclosure na internet das empresas abertas no brasil,RENATA PAES DE BARROS CAMARA,WENNER GLAUCIO LOPES LUCENA
indicadores ambientais e a contabilidade ambiental,ALDO LEONARDO CUNHA CALLADO,STEPHANIE INGRID SOUZA BARBOZA
educacao do consumidor para o turismo sustentavel,CARLO GABRIEL PORTO BELLINI,JOSEILME FERNANDES GOUVEIA
transparencia publica e gestao de risco,JAMES BATISTA VIEIRA,ORLEANS SILVA MARTINS
incremento de ferramentas e dados para o banco sistematx para estudos de triagem virtual de metabolitos secundarios,JOSE GERALDO DE PAIVA ESPINOLA,SAVIO MOITA PINHEIRO
marketing social aplicado a saude da mulher: uma analise dos condicionantes do comportamento de prevencao,EDILSON PAULO,JOSEDILTON ALVES DINIZ
transparencia na administracao publica municipal,EDILSON PAULO,RITA DE CASSIA DE FARIA PEREIRA
qualidade da auditoria e oferta publica inicial nas companhias abertas brasileiras,ALDO LEONARDO CUNHA CALLADO,ORLEANS SILVA MARTINS
estrategias de conservacao ambiental: certificacao ambiental e pagamento pelos servicos ambientais do parque estadual da areia vermelha,EDILEAN KLEBER DA SILVA BEJARANO ARAGON,IGNACIO TAVARES DE ARAUJO JUNIOR
diagnostico e valoracao de servicos ambientais das areas de mangue do estuario do rio paraiba,ALESSIO TONY CAVALCANTI DE ALMEIDA,JOSE LUIS DA SILVA NETTO JUNIOR
impactos dos incentivos politicos institucionais sobre a eficiencia dos gastos publicos em educacao: evidencias a partir do processo de reeleicao municipal no brasil,ADRIANO NASCIMENTO DA PAIXAO,HILTON MARTINS DE BRITO RAMALHO
instabilidades na funcao de reacao do banco central do brasil no regime de metas de inflacao,ADRIANO FIRMINO VALDEVINO DE ARAUJO,JOSE LUIS DA SILVA NETTO JUNIOR
estimacao robusta para a equacao gravitacional e suas aplicacoes economicas,ALESSIO TONY CAVALCANTI DE ALMEIDA,HILTON MARTINS DE BRITO RAMALHO
migracao de trabalhadores com alta instrucao e seus efeitos sobre a distribuicao de salarios no brasil,EDILEAN KLEBER DA SILVA BEJARANO ARAGON,PAULO FERNANDO DE MOURA BEZERRA CAVALCANTI FILHO
produtividade e efetividade dos servicos publicos de atencao basica a saude: um estudo para os municipios brasileiros,ADRIANO FIRMINO VALDEVINO DE ARAUJO,ERIK ALENCAR DE FIGUEIREDO
avaliacao da qualidade de jabuticaba (myrciaria jaboticaba (vell) berg),ANTONIA LUCIA DE SOUZA,WAGNER DE MENDONCA FAUSTINO
avaliacao dos determinantes e da eficiencia dos gastos publicos para a primeira infancia no brasil,ALESSIO TONY CAVALCANTI DE ALMEIDA,MARCIA BATISTA DA FONSECA
a organizacao da producao e do trabalho na agricultura familiar do nordeste brasileiro,ADRIANO FIRMINO VALDEVINO DE ARAUJO,HILTON MARTINS DE BRITO RAMALHO
mobilidade integeracional educacional e distribuicao de capital humano no brasil,ADRIANO FIRMINO VALDEVINO DE ARAUJO,IVAN TARGINO MOREIRA
percepcao ambiental dos agentes em relacao ao estuario do rio paraiba,ALESSIO TONY CAVALCANTI DE ALMEIDA,JOSE LUIS DA SILVA NETTO JUNIOR
observatorio de apls do estado da paraiba,EDILEAN KLEBER DA SILVA BEJARANO ARAGON,HILTON MARTINS DE BRITO RAMALHO
caracterizacao da rigidez dinamica da placa cimenticia com eva com potencial aplicacao em projetos de pisos flutuantes para habitacao multifamiliar vertical,JOSE AUGUSTO RIBEIRO DA SILVEIRA,JOVANKA BARACUHY CAVALCANTI
mobilidade urbana eficiente e transporte nao-motorizado,JOSE AUGUSTO RIBEIRO DA SILVEIRA,SOLANGE MARIA LEDER
a arquitetura neoclassica na paisagem urbana de joao pessoa no seculo xix,ALUISIO BRAZ DE MELO,ANGELINA DIAS LEAO COSTA
"periferizacao e dinamica das bordas intraurbanas, na cidade de joao pessoa, paraiba, brasil.",ALUISIO BRAZ DE MELO,ANGELINA DIAS LEAO COSTA
"territorios, corpos e praticas urbanas: intervencoes e usos do espaco publico contemporaneo",ALUISIO BRAZ DE MELO,ANGELINA DIAS LEAO COSTA
hibridos inorganicos-organicos derivados de argilominerais e suas aplicacoes,FABIO PEDROSA LINS SILVA,JULIANA ALVES VALE
conforto e eficiencia energetica na arquitetura,ALUISIO BRAZ DE MELO,IVAN CAVALCANTI FILHO
paradoxos das estatisticas vitais com as condicoes de vida no semiarido brasileiro,CLAUDIA DE OLIVEIRA CUNHA,JORGE ADRIANO LUBENOW
acesso e uso da informacao entre estudantes do ensino medio de escolas publicas e privadas do municipio de joao pessoa,BERNARDINA MARIA JUVENAL FREIRE DE OLIVEIRA,GUILHERME ATAIDE DIAS
fontes de informacao indigena: em pauta  dissertacoes de mestrado.,EMEIDE NOBREGA DUARTE,GUILHERME ATAIDE DIAS
metodologias para monitoramento ambiental em organizacoes inteligentes: o que a producao cientifica revela?,ELIANE BEZERRA PAIVA,MARCKSON ROBERTO FERREIRA DE SOUSA
desvendando os processos associados ao uso de dados cientificos gerados por pesquisadores da universidade federal da paraiba: uma investigacao fundada no quarto paradigma cientifico do escience,ELIANE BEZERRA PAIVA,JULIO AFONSO SA DE PINHO NETO
"avaliacao de websites de editoras universitarias do sudeste do brasil na perspectiva dos estudos de usabilidade, arquitetura da informacao e de e-commerce",MARCEL VIEIRA BARRETO SILVA,MARCOS ANTONIO NICOLAU
a inclusao digital nos projetos desenvolvidos pelo programa institucional de bolsas de extensao da universidade federal da paraiba - probex 2015.,EDVALDO CARVALHO ALVES,WAGNER JUNQUEIRA DE ARAUJO
atualizacao e ampliacao do website do departamento de ciencia da informacao,EDVALDO CARVALHO ALVES,GUILHERME ATAIDE DIAS
comunicacao da ciencia e redes de coautoria academica: analise da dinamica nos anais do enancib no periodo 1994-2014,EDVALDO CARVALHO ALVES,GUILHERME ATAIDE DIAS
desenvolvimento de uma metodologia cromatografica para determinacao de residuos de agrotoxicos em frutas tropicais,ANTONIA LUCIA DE SOUZA,WAGNER DE MENDONCA FAUSTINO
do autor ao leitor- elementos digitais,EDVALDO CARVALHO ALVES,MARCKSON ROBERTO FERREIRA DE SOUSA
o roteiro seriado: a producao de presenca na escrita audiovisual,IZABEL FRANCA DE LIMA,MARCOS ANTONIO NICOLAU
"unificacao da plataforma pkp para integracao em multiplataforma do portal de periodicos, portal de livros da editora e portal de eventos, da ufpb",IZABEL FRANCA DE LIMA,MARCEL VIEIRA BARRETO SILVA
o estado da arte sobre educacao popular nas pos-graduacoes publicas das regioes sul e nordeste: servico social e educacao (2000- 2010),CLAUDIA MARIA COSTA GOMES,LUZIANA RAMALHO RIBEIRO
processo de producao do conhecimento no servico social dos anos 2000: um estudo a luz da hegemonia do legado da modernidade a emersao da pos-modernidade,CLAUDIA MARIA COSTA GOMES,MARIA DE FATIMA LEITE GOMES
um balanco critico das teses centrais do novo-desenvolvimentismo no brasil,ALINE MARIA BATISTA MACHADO,BERNADETE DE LOURDES FIGUEIREDO DE ALMEIDA
os numeros da violencia imprecisa: os linchamentos,ALINE MARIA BATISTA MACHADO,BERNADETE DE LOURDES FIGUEIREDO DE ALMEIDA
o programa bolsa familia (pbf) e suas condicionalidades na educacao: uma analise na escola municipal nazinha barbosa da franca,ALINE MARIA BATISTA MACHADO,BERNADETE DE LOURDES FIGUEIREDO DE ALMEIDA
referencias urbanas de rio tinto para o desenvolvimento de  projetos de produtos em design,CARMEM LUCIA MOREIRA GADELHA,RENATO FONSECA LIVRAMENTO DA SILVA
design para todos: estudos sobre abordagem inclusiva e acessibilidade,EDELTRUDES DE OLIVEIRA LIMA,LUCIENE LEHMKUHL
desenvolvimento de novos metodos analiticos automaticos quimiluminescentes para determinacao de metais em biodiesel,ANTONIA LUCIA DE SOUZA,JULIO SANTOS REBOUCAS
a trajetoria historica da institucionalizacao dos espacos de participacao na paraiba,CLAUDIO GABRIEL LIMA JUNIOR,BRAULIO ALMEIDA SANTOS
democracia deliberativa em jurgen habermas e criticos,ED PORTO BEZERRA,ANA VALERIA ENDRES
"foi com medo de aviao, que eu segurei pela primeira vez a sua mao: condicionantes sociais da percepcao do risco entre passageiros aeroviarios.",PATRICIA ALVES RAMIRO,TERESA CRISTINA FURTADO MATOS
"os licenciados em ciencias sociais da ufpb campus i: quem sao, onde estao e o que estao fazendo?",MARCELA ZAMBONI LUCENA,TERESA CRISTINA FURTADO MATOS
nocoes de justica nos casos de homicidio afetivo-conjugal: o que dizem os juizes leigos?,PATRICIA ALVES RAMIRO,TERESA CRISTINA FURTADO MATOS
formas de cultivar a terra: a pluriatividade em assentamentos rurais nordestinos,JOAO MARTINHO BRAGA DE MENDONCA,LUCIANA DE OLIVEIRA CHIANCA
"cancao popular brasileira, autoria, autonomia no contexto do atlantico negro",ANDERSON MOEBUS RETONDAR,MARCELA ZAMBONI LUCENA
"medicina e adoecimento genetico: estudo sobre o desenvolvimento da genetica e anemia falciforme na paraiba, brasil.",FABIO MURA,JOAO MARTINHO BRAGA DE MENDONCA
"medicina e adoecimento genetico: estudo sobre experiencia e cuidado na doenca falciforme na paraiba, brasil",FABIO MURA,LUCIANA DE OLIVEIRA CHIANCA
"dinamica territorial, construcoes identitarias, nocoes de pessoa e praticas xamanisticas no nordeste indigena: os potiguaras da paraiba como caso especifico",PATRICIA ALVES RAMIRO,LUCIANA DE OLIVEIRA CHIANCA
sintese e caracterizacao estrutural de novos hibridos moleculares a partir da 7-cloroquinolina e adutos de morita-baylis-hillman com potencial atividade antiprotozoaria,IEDA MARIA GARCIA DOS SANTOS,MARIO CESAR UGULINO DE ARAUJO
geracao bolsa familia:  efeitos do programa bolsa familia na vida das criancas do semiarido nordestino,EDNALVA MACIEL NEVES,LUCIANA DE OLIVEIRA CHIANCA
"acervos, memorias e antropologia visual: dialogo e conhecimento das imagens na regiao de rio tinto - pb",MARIA PATRICIA LOPES GOLDFARB,PEDRO FRANCISCO GUEDES DO NASCIMENTO
patrimonio memoria e cultura digital,FABIO MURA,MAURO GUILHERME PINHEIRO KOURY
os ciganos no estado da paraiba,EDNALVA MACIEL NEVES,MONICA LOURDES FRANCH GUTIERREZ
"balanco comparativo da producao da ufpb campus i sobre a cidade de joao pessoa, capital do estado da paraiba, 1992-2012",PATRICIA ALVES RAMIRO,FLAVIA FERREIRA PIRES
a criminalizacao da transmissao do hiv - uma abordagem antropologica na perspectiva do direito e de casais que vivem e convivem com o virus,EDNALVA MACIEL NEVES,JOAO MARTINHO BRAGA DE MENDONCA
"saude, familia e politicas publicas: uma investigacao da persistencia do discurso sobre a relacao entre pobreza e natalidade",FABIO MURA,JOAO MARTINHO BRAGA DE MENDONCA
arte rupestre e agencias semioticas: as semioses encontradas nos paineis de arte rupestre.,CLAUIRTON DE ALBUQUERQUE SIEBRA,ANA CLAUDIA CAVALCANTI PEIXOTO DE VASCONCELOS
"os franciscanos e a pedagogia serafica: primeiras letras, catequese e moral crista no brasil (seculos xviii e xix)",ELIO CHAVES FLORES,PAULO GIOVANI ANTONINO NUNES
"imprensa e impressos na paraiba na segunda metade do seculo xix: tipografias, livros e compendios escolares",ELIO CHAVES FLORES,PAULO GIOVANI ANTONINO NUNES
sintese de novos heterociclicos com potencialidades biologicas - perspectiva de novos farmacos,IEDA MARIA GARCIA DOS SANTOS,MARCUS TULLIUS SCOTTI
"do lado de ca e do lado de la: culturas historicas, intelectuais antirracistas e narrativas do colonialismo no atlantico negro (1950-1988).",CARLA MARY DA SILVA OLIVEIRA,TIAGO BERNARDON DE OLIVEIRA
"a ditadura militar na paraiba: os anos da abertura ""lenta, gradual e segura"" (1974-1985)",ELIO CHAVES FLORES,SERIOJA RODRIGUES CORDEIRO MARIANO
adoecer e morrer na provincia da paraiba na segunda metade do oitocentos,CARLA MARY DA SILVA OLIVEIRA,SOLANGE PEREIRA DA ROCHA
gente negra no nordeste oitocentista: arranjos familiares e redes de sociabilidades,CARLA MARY DA SILVA OLIVEIRA,ELIO CHAVES FLORES
trabalhadores urbanos e suas associacoes no nordeste da primeira republica: elementos para interpretacao de sua historia.,CARLA MARY DA SILVA OLIVEIRA,PAULO GIOVANI ANTONINO NUNES
territorio e tecnificacao da agropecuaria na paraiba,EMILIA DE RODAT FERNANDES MOREIRA,MARCELO DE OLIVEIRA MOURA
a producao da casa e da cidade: morfologia urbana e desigualdades socioespaciais nas cidades medias brasileiras,MARCELO DE OLIVEIRA MOURA,MARIA DE FATIMA FERREIRA RODRIGUES
a questao agraria paraibana no seculo xxi: dinamicas e conflitos territoriais,DORALICE SATYRO MAIA,MARCELO DE OLIVEIRA MOURA
clima e saude na cidade de joao pessoa/pb: correlacoes entre os eventos termicos extremos do ar e o agravo das doencas cardiovasculares,ANIERES BARBOSA DA SILVA,DORALICE SATYRO MAIA
"trajetorias de exclusao, territorialidades em construcao: verso e reverso do campesinato no estado da paraiba-brasil",PEDRO COSTA GUEDES VIANNA,ANIERES BARBOSA DA SILVA
uso de filmes digitais em titulacoes automaticas,EDVAN CIRINO DA SILVA,MARIO LUIZ ARAUJO DE ALMEIDA VASCONCELLOS
governancas das aguas e conflitos pelo uso dos recursos hidricos na bacia do paraiba,JONAS OTAVIANO PRACA DE SOUZA,EMILIA DE RODAT FERNANDES MOREIRA
"analise correlacional do deficit atencional, rendimento academico e rastreamento dos sintomas do tdah em universitarios",ANISIO JOSE DA SILVA ARAUJO,ZAETH AGUIAR DO NASCIMENTO
discriminacao de genero e docencia universitaria,CARLA ALEXANDRA DA SILVA MOITA MINERVINO,THAIS AUGUSTA CUNHA DE OLIVEIRA MAXIMO
identidade nacional brasileira,JULIO RIQUE NETO,THAIS AUGUSTA CUNHA DE OLIVEIRA MAXIMO
racismo no esporte,ANISIO JOSE DA SILVA ARAUJO,VALDINEY VELOSO GOUVEIA
o video como ferramenta de analise e transformacao do trabalho,CLEONICE PEREIRA DOS SANTOS CAMINO,MELYSSA KELLYANE CAVALCANTI GALDINO
memoria operacional em adultos e idosos: a leitura como fator de protecao,TARCIANA LIBERAL PEREIRA,SILVANA CARNEIRO MACIEL
percepcao de expressoes faciais de emocao em criancas,MARIA BETANIA HERMENEGILDO DOS SANTOS,FLAVIO FREITAS BARBOSA
adaptacao e validacao da escala de predicao de risco de violencia grave de genero (epv-r),ADRIANA DE ANDRADE GAIAO E BARBOSA,VALDINEY VELOSO GOUVEIA
promocao de comportamentos proativos em reeducandos que trabalham na secretaria de administracao penitenciaria (seap),JAQUELINE BRITO VIDAL BATISTA,SANDRA SOUZA DA SILVA
"estudo da evolucao temporal da complexidade climatica no agreste, brejo e litoral do estado da paraiba atraves do sampen",ANA FLAVIA UZEDA DOS SANTOS MACAMBIRA,LUIZ MEDEIROS DE ARAUJO LIMA FILHO
desenvolvimento de materiais inteligentes com base em moleculas organicas para aplicacoes em dispositivos eletro-oticos,CLAUDIO GABRIEL LIMA JUNIOR,WILLIAME FARIAS RIBEIRO
promocao da saude mental em agentes de seguranca penitenciaria,FAGNER DIAS ARARUNA,ZAETH AGUIAR DO NASCIMENTO
avaliacao do risco de violencia em reeducandos de presidios paraibanos,FLAVIO FREITAS BARBOSA,SILVANA CARNEIRO MACIEL
estilos de socializacao parental e comprometimento de jovens em ressocializacao com os direitos humanos,CARMEN WALENTINA AMORIM GAUDENCIO BEZERRA,NELSON TORRO ALVES
estilos de socializacao parental e comprometimento de estudantes de escolas publicas com os direitos humanos,CARMEN WALENTINA AMORIM GAUDENCIO BEZERRA,VALDINEY VELOSO GOUVEIA
caracterizacao neural dos efeitos da dessincronizacao interna na memoria e ritmicidade circadiana de ratos adolescentes,JOEDSON SILVA DOS SANTOS,NATANAEL ANTONIO DOS SANTOS
analise do papel da area hipocampal ca1 na memoria similar a episodica,CLEONICE PEREIRA DOS SANTOS CAMINO,SILVANA CARNEIRO MACIEL
